model name	: Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz 
g++ (GCC) 11.2.0 
---
250, 0.13, 43988
251, 0.13, 44004
252, 0.13, 44064
253, 0.13, 44080
254, 0.14, 44624
255, 0.13, 44716
256, 0.13, 44740
257, 0.13, 45112
258, 0.13, 45008
259, 0.13, 44924
260, 0.13, 44880
261, 0.13, 45420
262, 0.13, 45532
263, 0.13, 45392
264, 0.13, 45580
265, 0.13, 45852
266, 0.13, 45572
267, 0.13, 45596
268, 0.13, 45600
269, 0.13, 45688
270, 0.14, 45948
271, 0.14, 46000
272, 0.14, 46052
273, 0.13, 46152
274, 0.14, 46360
275, 0.14, 45760
276, 0.14, 46376
277, 0.14, 46364
278, 0.14, 46628
279, 0.14, 45964
280, 0.14, 45972
281, 0.14, 46548
282, 0.14, 46600
283, 0.14, 46644
284, 0.14, 46720
285, 0.14, 46756
286, 0.14, 46256
287, 0.14, 46808
288, 0.14, 46068
289, 0.14, 46960
290, 0.14, 47196
291, 0.14, 47104
292, 0.14, 47164
293, 0.14, 46060
294, 0.14, 47224
295, 0.14, 46396
296, 0.14, 46368
297, 0.14, 46396
298, 0.14, 46504
299, 0.14, 46452
300, 0.14, 46792
301, 0.14, 46616
302, 0.14, 46672
303, 0.14, 47040
304, 0.15, 47036
305, 0.14, 47372
306, 0.14, 47152
307, 0.14, 47024
308, 0.14, 47088
309, 0.15, 47864
310, 0.15, 47156
311, 0.15, 47148
312, 0.15, 47544
313, 0.16, 47272
314, 0.15, 47588
315, 0.15, 47384
316, 0.15, 47428
317, 0.15, 47500
318, 0.15, 47508
319, 0.15, 47580
320, 0.15, 47744
321, 0.15, 47940
322, 0.15, 48032
323, 0.15, 48056
324, 0.15, 48000
325, 0.15, 48060
326, 0.15, 48088
327, 0.15, 48300
328, 0.15, 48144
329, 0.15, 48364
330, 0.16, 48252
331, 0.15, 48424
332, 0.15, 48416
333, 0.15, 48488
334, 0.15, 48408
335, 0.15, 48548
336, 0.15, 48588
337, 0.15, 48524
338, 0.16, 48800
339, 0.16, 48796
340, 0.15, 48776
341, 0.16, 48824
342, 0.16, 49048
343, 0.16, 48888
344, 0.16, 48988
345, 0.16, 48872
346, 0.16, 48884
347, 0.16, 49188
348, 0.16, 49004
349, 0.16, 49200
350, 0.16, 49328
351, 0.16, 49152
352, 0.16, 49472
353, 0.16, 49260
354, 0.16, 49384
355, 0.16, 49648
356, 0.16, 49696
357, 0.16, 49432
358, 0.16, 49500
359, 0.16, 49632
360, 0.16, 49580
361, 0.16, 49864
362, 0.16, 49816
363, 0.16, 49824
364, 0.16, 50012
365, 0.16, 49944
366, 0.16, 50840
367, 0.16, 50064
368, 0.16, 50052
369, 0.17, 50300
370, 0.16, 50240
371, 0.16, 50568
372, 0.17, 50372
373, 0.16, 50504
374, 0.16, 50608
375, 0.17, 50504
376, 0.16, 50572
377, 0.16, 50568
378, 0.17, 50708
379, 0.17, 50760
380, 0.17, 50872
381, 0.17, 50844
382, 0.17, 50804
383, 0.17, 51044
384, 0.17, 51180
385, 0.17, 51064
386, 0.17, 51004
387, 0.17, 51152
388, 0.17, 51336
389, 0.17, 51332
390, 0.18, 51464
391, 0.17, 51400
392, 0.17, 51528
393, 0.17, 51604
394, 0.17, 51632
395, 0.17, 51680
396, 0.17, 51584
397, 0.17, 51640
398, 0.17, 51656
399, 0.17, 51752
400, 0.17, 51824
401, 0.18, 51964
402, 0.17, 51840
403, 0.18, 51992
404, 0.18, 52168
405, 0.18, 52088
406, 0.17, 52404
407, 0.18, 52288
408, 0.18, 52588
409, 0.18, 52548
410, 0.18, 52504
411, 0.18, 52560
412, 0.18, 52540
413, 0.18, 52688
414, 0.18, 52644
415, 0.18, 52808
416, 0.18, 52792
417, 0.19, 52932
418, 0.18, 52876
419, 0.18, 52784
420, 0.18, 53060
421, 0.18, 52972
422, 0.18, 52996
423, 0.18, 53072
424, 0.18, 53120
425, 0.18, 54108
426, 0.18, 53304
427, 0.20, 54044
428, 0.18, 53428
429, 0.18, 53328
430, 0.18, 53456
431, 0.19, 53484
432, 0.18, 53608
433, 0.19, 53484
434, 0.18, 53700
435, 0.40, 53744
436, 0.18, 53712
437, 0.19, 53876
438, 0.18, 53796
439, 0.19, 53932
440, 0.18, 54024
441, 0.19, 54004
442, 0.19, 54040
443, 0.19, 54208
444, 0.18, 54184
445, 0.19, 54204
446, 0.18, 54176
447, 0.19, 54292
448, 0.19, 54256
449, 0.21, 54372
